1 109
2 4964
3 38007
4 84760
5 126261
6 158347
7 182769
8 200884
9 214438
10 224914
11 233089
12 239291
13 244204
14 248157
15 251267
16 254176
17 256090
18 257924
19 259182
20 260250
21 261246
22 262269
23 262632
24 263432
25 263921
26 264295
27 264359
28 265007
29 265462
30 265581
31 265699
32 265778
33 265795
34 266070
35 265992
36 266031
37 266352
38 266356
39 266237
40 266322
41 266421
42 266445
43 266616
44 266525
45 266354
46 266482
47 266705
48 266361
49 266523
50 266479
51 266551
52 266723
53 266764
54 266688
55 266752
56 266828
57 266937
58 267086
59 266970
60 267040
61 267153
62 266821
63 266868
64 266941
65 266780
66 266802
67 266917
68 266831
69 266958
70 266971
71 266639
72 266767
73 266874
74 266902
75 266893
76 266856
77 267173
78 266810
79 266868
80 266918
81 266621
82 266909
83 266861
