1 0.000003
2 0.000019
3 0.000066
4 0.000101
5 0.000177
6 0.000249
7 0.000375
8 0.000615
9 0.000956
10 0.001413
11 0.002072
12 0.002930
13 0.004065
14 0.005210
15 0.006749
16 0.008499
17 0.010628
18 0.013773
19 0.016642
20 0.019525
21 0.022632
22 0.026492
23 0.030273
24 0.034379
25 0.038079
26 0.042226
27 0.046297
28 0.050347
29 0.054267
30 0.058446
31 0.062281
32 0.065983
33 0.069821
34 0.073738
35 0.077378
36 0.080674
37 0.084165
38 0.087338
39 0.090116
40 0.093282
41 0.096301
42 0.099294
43 0.101621
44 0.103750
45 0.106027
46 0.108260
47 0.110180
48 0.112051
49 0.114063
50 0.116207
51 0.117734
52 0.119178
53 0.120222
54 0.121159
55 0.122319
56 0.123499
57 0.124763
58 0.125530
59 0.126687
60 0.127737
61 0.128671
62 0.129554
63 0.130324
64 0.131323
65 0.131986
66 0.132632
67 0.132894
68 0.133231
69 0.133323
70 0.133708
71 0.134310
72 0.135143
73 0.135316
74 0.135896
75 0.136013
76 0.135906
77 0.136262
78 0.136937
79 0.136827
80 0.137379
81 0.137710
82 0.137625
83 0.138104
