0 0.000003
1 0.000010
2 0.000043
3 0.000208
4 0.000757
5 0.001797
6 0.002858
7 0.003398
8 0.003175
9 0.002462
10 0.001696
11 0.001090
12 0.000671
13 0.000402
14 0.000232
15 0.000130
16 0.000069
17 0.000035
18 0.000016
19 0.000008
20 0.000003
21 0.000001
22 0.000000
23 0.000000
24 0.000000
25 0.000000
26 0.000000
27 0.000000
28 0.000000
29 0.000000
30 0.000000
31 0.000000
32 0.000000
33 0.000000
34 0.000000
35 0.000000
36 0.000000
37 0.000000
38 0.000000
39 0.000000
40 0.000000
41 0.000000
42 0.000000
43 0.000000
44 0.000000
45 0.000000
46 0.000000
47 0.000000
48 0.000000
49 0.000000
