1 1
2 7
3 8
4 8
5 15
6 15
7 27
8 31
9 42
10 59
11 102
12 137
13 178
14 255
15 347
16 472
17 707
18 995
19 1388
20 1915
21 2502
22 3140
23 3911
24 4763
25 5835
26 7033
27 8231
28 9465
29 10728
30 12116
31 13392
32 14568
33 15830
34 17104
35 18420
36 19744
37 21037
38 22175
39 23399
40 24570
41 25681
42 26709
43 27556
44 28380
45 29165
46 30013
47 30758
48 31477
49 32185
50 32809
51 33528
52 34131
53 34657
54 35142
55 35776
56 36234
57 36725
58 37241
59 37629
60 38074
61 38440
62 38766
63 39066
64 39501
65 39798
66 40126
67 40273
68 40406
69 40552
70 40636
71 40928
72 41083
73 41254
74 41445
75 41547
76 41663
77 41866
78 42017
79 42190
80 42271
81 42199
82 42274
83 42532
